-3.000000000000000000e+02,-5.840047813241620867e-02,-2.105693746638797118e-02
-2.989983305509181832e+02,-5.956639016115583551e-02,-2.129724952015375067e-02
-2.979966611018363665e+02,-6.081997110214455021e-02,-2.153904016172470889e-02
-2.969949916527546065e+02,-6.206985681324255627e-02,-2.180400122285033881e-02
-2.959933222036727898e+02,-6.341292897396656747e-02,-2.207096478936627221e-02
-2.949916527545909730e+02,-6.475283633415335194e-02,-2.236071909406511793e-02
-2.939899833055091563e+02,-6.619210045557251398e-02,-2.265301938321480704e-02
-2.929883138564273963e+02,-6.762885264028313526e-02,-2.296780328568521351e-02
-2.919866444073455796e+02,-6.917187487918657895e-02,-2.328569666138203056e-02
-2.909849749582637628e+02,-7.071318097704776262e-02,-2.362583700921871976e-02
-2.899833055091819460e+02,-7.236852092263784675e-02,-2.396967109503409660e-02
-2.889816360601001861e+02,-7.402310861453544055e-02,-2.433558457739404268e-02
-2.879799666110183693e+02,-7.580047324098491968e-02,-2.470579790555177749e-02
-2.869782971619365526e+02,-7.757824851757509632e-02,-2.509799132581818845e-02
-2.859766277128547358e+02,-7.948867825193732528e-02,-2.549511390107547099e-02
-2.849749582637729759e+02,-8.140091868253578056e-02,-2.591418534571178142e-02
-2.839732888146911591e+02,-8.345701358543863857e-02,-2.633884010273171081e-02
-2.829716193656093424e+02,-8.551660358373376625e-02,-2.678548099570920299e-02
-2.819699499165275256e+02,-8.773280008770641125e-02,-2.723838614604631031e-02
-2.809682804674457657e+02,-8.995451922863456629e-02,-2.771338419573576850e-02
-2.799666110183639489e+02,-9.234743121037047864e-02,-2.819535647773750361e-02
-2.789649415692821321e+02,-9.474831021397039921e-02,-2.869959954038942690e-02
-2.779632721202003154e+02,-9.733715277172867719e-02,-2.921155840226842895e-02
-2.769616026711185555e+02,-9.993691669781720743e-02,-2.974603930315270969e-02
-2.759599332220367387e+02,-1.027440374273733553e-01,-3.028901206705458121e-02
-2.749582637729549219e+02,-1.055656625368095319e-01,-3.085483443876756507e-02
